Ano,Entidad,Bien juridico afectado,Tipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2019,Nayarit,Libertad personal,Secuestro,Secuestro con calidad de rehen,1,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,Libertad personal,Secuestro,Secuestro para causar dano,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,Libertad personal,Secuestro,Secuestro expres,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,Libertad personal,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,Libertad personal,Trafico de menores,Trafico de menores,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,Libertad personal,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,9,6,15,12,9,12,7,6,4,7,7,8
2019,Nayarit,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,2,1,3,0,0,1,1,1,0,1,0,0
2019,Nayarit,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,La libertad y la seguridad sexual,Violacion simple,Violacion simple,7,6,11,12,9,10,13,11,10,10,8,8
2019,Nayarit,La libertad y la seguridad sexual,Violacion equiparada,Violacion equiparada,1,1,2,1,3,0,0,0,1,3,2,2
2019,Nayarit,La libertad y la seguridad sexual,Incesto,Incesto,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,12,11,18,5,7,3,3,16,4,7,9,2
2019,Nayarit,El patrimonio,Robo,Con violencia,2,1,3,2,1,0,1,4,2,4,2,3
2019,Nayarit,El patrimonio,Robo,Sin violencia,6,4,13,15,9,14,6,2,2,3,11,3
2019,Nayarit,El patrimonio,Robo,Robo de coche de 4 ruedas Con violencia,7,1,6,2,5,4,2,5,2,4,0,3
2019,Nayarit,El patrimonio,Robo,Robo de coche de 4 ruedas Sin violencia,41,19,25,12,17,27,19,15,11,17,16,21
2019,Nayarit,El patrimonio,Robo,Robo de motocicleta Con violencia,1,0,0,1,2,0,5,1,1,3,1,0
2019,Nayarit,El patrimonio,Robo,Robo de motocicleta Sin violencia,8,11,10,15,11,15,18,8,5,4,6,5
2019,Nayarit,El patrimonio,Robo,Robo de embarcaciones pequenas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Robo de embarcaciones pequenas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Con violencia,0,0,0,1,1,0,0,0,0,0,0,2
2019,Nayarit,El patrimonio,Robo,Sin violencia,2,0,1,2,1,0,2,4,1,0,0,0
2019,Nayarit,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Con violencia,0,1,0,0,1,0,0,0,0,0,0,1
2019,Nayarit,El patrimonio,Robo,Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Con violencia,3,3,3,3,3,1,1,3,2,1,3,3
2019,Nayarit,El patrimonio,Robo,Sin violencia,6,7,5,1,10,3,2,5,5,1,6,2
2019,Nayarit,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Sin violencia,0,0,0,0,1,1,0,1,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Robo de herramienta industrial o agricola Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Robo de herramienta industrial o agricola Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Robo de tractores Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Robo de tractores Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,"Robo de cables, tubos y otros objetos destinados a servicios publicos Con violencia",0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,"Robo de cables, tubos y otros objetos destinados a servicios publicos Sin violencia",0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Robo,Con violencia,5,6,2,7,2,2,3,4,5,3,2,5
2019,Nayarit,El patrimonio,Robo,Sin violencia,4,6,9,7,6,3,6,4,1,2,8,3
2019,Nayarit,El patrimonio,Fraude,Fraude,5,9,11,16,22,13,9,14,12,23,19,20
2019,Nayarit,El patrimonio,Abuso de confianza,Abuso de confianza,2,5,2,1,5,4,4,7,0,2,7,6
2019,Nayarit,El patrimonio,Extorsion,Extorsion,0,1,3,0,0,0,0,0,0,0,0,0
2019,Nayarit,El patrimonio,Dano a la propiedad,Dano a la propiedad,14,9,15,6,5,11,10,22,7,16,11,9
2019,Nayarit,El patrimonio,Despojo,Despojo,3,7,2,3,5,6,3,5,7,2,4,0
2019,Nayarit,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,1,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,La familia,Violencia familiar,Violencia familiar,34,58,59,62,90,63,67,56,59,86,73,61
2019,Nayarit,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,38,72,59,30,45,51,43,43,69,41,72,11
2019,Nayarit,La familia,Otros delitos contra la familia,Otros delitos contra la familia,0,1,2,0,1,2,0,1,1,1,0,0
2019,Nayarit,La sociedad,Corrupcion de menores,Corrupcion de menores,1,2,3,0,0,2,3,0,0,1,0,1
2019,Nayarit,La sociedad,Trata de personas,Trata de personas,0,0,0,0,0,0,0,0,0,0,0,1
2019,Nayarit,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,2,0,0,1,0,1,0,1,0,0,0,0
2019,Nayarit,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo,39,20,30,25,42,37,29,23,30,23,22,17
2019,Nayarit,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,6,13,20,17,25,30,10,19,7,10,2,5
2019,Nayarit,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,1,2,2,2,3,5,0,0,1,0,2,2
2019,Nayarit,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,0,0,0,0,1,0,0,0,0,4,0,1
2019,Nayarit,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,0,0,0,1,3,1,3,1,0,0,0,0
2019,Nayarit,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,0,0,1,0,0,0,0,0,0,0,2,0
2019,Nayarit,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,1,1,1,2,1,2,0,3,2,4,5,0
2019,Nayarit,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nayarit,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,56,58,77,55,45,43,55,79,32,63,64,55
2019,Nuevo Leon,La vida y la Integridad corporal,Homicidio,Con arma de fuego,79,88,51,44,67,68,51,50,52,41,32,46
2019,Nuevo Leon,La vida y la Integridad corporal,Homicidio,Con arma blanca,5,11,5,9,6,8,9,12,8,9,11,13
2019,Nuevo Leon,La vida y la Integridad corporal,Homicidio,Con otro elemento,8,6,9,8,5,9,14,12,9,14,11,9
2019,Nuevo Leon,La vida y la Integridad corporal,Homicidio,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,La vida y la Integridad corporal,Homicidio,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,La vida y la Integridad corporal,Homicidio,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,La vida y la Integridad corporal,Homicidio,En accidente de transito,47,37,35,44,43,32,43,47,44,44,34,59
2019,Nuevo Leon,La vida y la Integridad corporal,Homicidio,Con otro elemento,4,2,7,2,4,3,6,4,5,10,5,4
2019,Nuevo Leon,La vida y la Integridad corporal,Homicidio,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,La vida y la Integridad corporal,Lesiones,Con arma de fuego,46,45,30,59,34,36,38,48,28,20,28,40
2019,Nuevo Leon,La vida y la Integridad corporal,Lesiones,Con arma blanca,27,34,38,39,53,55,40,69,59,63,42,34
2019,Nuevo Leon,La vida y la Integridad corporal,Lesiones,Con otro elemento,258,198,266,232,306,337,297,372,306,340,219,200
2019,Nuevo Leon,La vida y la Integridad corporal,Lesiones,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,La vida y la Integridad corporal,Lesiones,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,La vida y la Integridad corporal,Lesiones,Con arma blanca,0,0,0,2,0,0,0,0,0,0,0,0
2019,Nuevo Leon,La vida y la Integridad corporal,Lesiones,En accidente de transito,127,90,143,133,130,138,151,115,115,160,151,130
2019,Nuevo Leon,La vida y la Integridad corporal,Lesiones,Con otro elemento,4,0,6,1,1,3,2,5,2,4,5,3
2019,Nuevo Leon,La vida y la Integridad corporal,Lesiones,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,La vida y la Integridad corporal,Feminicidio,Con arma de fuego,6,1,1,4,1,1,3,7,4,0,0,4
2019,Nuevo Leon,La vida y la Integridad corporal,Feminicidio,Con arma blanca,0,2,0,0,0,0,2,1,1,2,3,2
2019,Nuevo Leon,La vida y la Integridad corporal,Feminicidio,Con otro elemento,1,2,1,2,1,1,3,6,2,3,0,0
2019,Nuevo Leon,La vida y la Integridad corporal,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,La vida y la Integridad corporal,Aborto,Aborto,3,7,7,8,14,8,8,6,5,8,8,2
2019,Nuevo Leon,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,1,1,2,1,0,1,0,0,2,0,0,3
2019,Nuevo Leon,Libertad personal,Secuestro,Secuestro extorsivo,2,3,0,0,2,4,2,3,3,3,2,2
2019,Nuevo Leon,Libertad personal,Secuestro,Secuestro con calidad de rehen,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,Libertad personal,Secuestro,Secuestro para causar dano,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,Libertad personal,Secuestro,Secuestro expres,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,Libertad personal,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,Libertad personal,Trafico de menores,Trafico de menores,0,0,1,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,Libertad personal,Rapto,Rapto,5,5,7,12,12,7,7,8,11,9,6,9
2019,Nuevo Leon,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,126,166,141,176,171,189,181,208,144,177,165,162
2019,Nuevo Leon,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,60,90,77,113,97,130,99,116,86,132,81,90
2019,Nuevo Leon,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,13,16,22,15,15,27,21,17,25,38,19,29
2019,Nuevo Leon,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,1,4,6,1,5,6,0,3,1,1,6,5
2019,Nuevo Leon,La libertad y la seguridad sexual,Violacion simple,Violacion simple,45,60,47,59,78,75,58,61,82,83,59,64
2019,Nuevo Leon,La libertad y la seguridad sexual,Violacion equiparada,Violacion equiparada,21,28,24,34,31,28,29,37,35,36,18,30
2019,Nuevo Leon,La libertad y la seguridad sexual,Incesto,Incesto,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,21,45,28,30,38,44,21,44,37,66,38,52
2019,Nuevo Leon,El patrimonio,Robo,Con violencia,18,25,20,13,18,22,17,18,24,21,16,18
2019,Nuevo Leon,El patrimonio,Robo,Sin violencia,195,162,176,184,192,200,192,202,226,220,171,250
2019,Nuevo Leon,El patrimonio,Robo,Robo de coche de 4 ruedas Con violencia,20,28,15,21,27,22,20,28,23,26,43,31
2019,Nuevo Leon,El patrimonio,Robo,Robo de coche de 4 ruedas Sin violencia,80,84,82,70,63,71,74,70,77,76,108,78
2019,Nuevo Leon,El patrimonio,Robo,Robo de motocicleta Con violencia,1,1,2,5,1,1,2,1,0,1,4,1
2019,Nuevo Leon,El patrimonio,Robo,Robo de motocicleta Sin violencia,14,5,14,16,15,21,21,25,15,11,23,23
2019,Nuevo Leon,El patrimonio,Robo,Robo de embarcaciones pequenas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,El patrimonio,Robo,Robo de embarcaciones pequenas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,El patrimonio,Robo,Con violencia,0,0,0,1,0,0,0,0,0,0,0,0
2019,Nuevo Leon,El patrimonio,Robo,Sin violencia,10,8,4,5,7,10,6,4,9,7,5,8
2019,Nuevo Leon,El patrimonio,Robo,Con violencia,14,9,10,14,7,11,13,8,6,11,13,12
2019,Nuevo Leon,El patrimonio,Robo,Sin violencia,39,37,46,36,25,41,46,41,47,43,46,31
2019,Nuevo Leon,El patrimonio,Robo,Con violencia,77,72,62,66,54,66,62,63,69,80,64,74
2019,Nuevo Leon,El patrimonio,Robo,Sin violencia,48,20,32,30,27,32,28,19,17,25,19,34
2019,Nuevo Leon,El patrimonio,Robo,Con violencia,15,17,11,18,20,16,12,9,16,14,23,12
2019,Nuevo Leon,El patrimonio,Robo,Sin violencia,22,18,33,46,25,23,19,23,12,24,26,23
2019,Nuevo Leon,El patrimonio,Robo,Con violencia,17,13,3,2,5,6,2,8,4,3,1,5
2019,Nuevo Leon,El patrimonio,Robo,Sin violencia,8,2,1,3,0,1,2,1,1,1,1,2
2019,Nuevo Leon,El patrimonio,Robo,Con violencia,4,4,6,4,1,2,2,3,5,0,6,2
2019,Nuevo Leon,El patrimonio,Robo,Sin violencia,0,2,1,2,3,3,1,2,0,3,2,1
2019,Nuevo Leon,El patrimonio,Robo,Con violencia,0,2,2,1,2,5,2,2,3,0,2,1
2019,Nuevo Leon,El patrimonio,Robo,Sin violencia,0,1,0,0,0,2,0,3,0,1,0,3
2019,Nuevo Leon,El patrimonio,Robo,Con violencia,1,0,2,1,1,0,2,1,0,2,0,1
2019,Nuevo Leon,El patrimonio,Robo,Sin violencia,0,0,0,0,0,0,0,0,0,0,1,0
2019,Nuevo Leon,El patrimonio,Robo,Con violencia,121,102,100,111,110,78,62,75,72,116,81,75
2019,Nuevo Leon,El patrimonio,Robo,Sin violencia,186,154,191,130,141,138,141,142,173,174,148,145
2019,Nuevo Leon,El patrimonio,Robo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,El patrimonio,Robo,Sin violencia,4,7,7,6,5,5,8,11,6,8,12,8
2019,Nuevo Leon,El patrimonio,Robo,Robo de herramienta industrial o agricola Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,El patrimonio,Robo,Robo de herramienta industrial o agricola Sin violencia,0,0,0,0,0,2,0,0,0,1,1,1
2019,Nuevo Leon,El patrimonio,Robo,Robo de tractores Con violencia,1,0,0,0,0,0,0,0,0,0,0,1
2019,Nuevo Leon,El patrimonio,Robo,Robo de tractores Sin violencia,0,0,0,1,2,1,1,2,0,2,4,1
2019,Nuevo Leon,El patrimonio,Robo,"Robo de cables, tubos y otros objetos destinados a servicios publicos Con violencia",1,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,El patrimonio,Robo,"Robo de cables, tubos y otros objetos destinados a servicios publicos Sin violencia",2,0,0,1,2,0,0,3,3,0,0,2
2019,Nuevo Leon,El patrimonio,Robo,Con violencia,16,14,18,13,12,10,13,11,9,14,7,13
2019,Nuevo Leon,El patrimonio,Robo,Sin violencia,348,335,360,333,342,359,326,324,325,439,375,569
2019,Nuevo Leon,El patrimonio,Fraude,Fraude,284,250,352,230,242,295,259,375,299,447,375,322
2019,Nuevo Leon,El patrimonio,Abuso de confianza,Abuso de confianza,89,69,88,74,80,80,87,87,87,121,85,91
2019,Nuevo Leon,El patrimonio,Extorsion,Extorsion,40,43,38,39,38,56,29,65,33,56,46,26
2019,Nuevo Leon,El patrimonio,Dano a la propiedad,Dano a la propiedad,524,464,693,492,631,632,558,569,429,612,550,486
2019,Nuevo Leon,El patrimonio,Despojo,Despojo,59,68,77,71,57,85,66,85,60,82,67,69
2019,Nuevo Leon,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,7,5,7,5,6,7,3,5,9,18,3,4
2019,Nuevo Leon,La familia,Violencia familiar,Violencia familiar,961,1162,1216,1250,1563,1472,1434,1506,1485,1717,1225,1348
2019,Nuevo Leon,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,31,43,38,40,58,42,34,53,40,62,45,54
2019,Nuevo Leon,La familia,Otros delitos contra la familia,Otros delitos contra la familia,261,360,376,357,471,439,467,445,439,481,403,417
2019,Nuevo Leon,La sociedad,Corrupcion de menores,Corrupcion de menores,15,19,13,20,14,17,6,13,17,19,12,8
2019,Nuevo Leon,La sociedad,Trata de personas,Trata de personas,5,1,0,0,3,4,4,4,4,5,4,4
2019,Nuevo Leon,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,1,1,0,0,0,0,0,0,1,0
2019,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo,240,227,276,260,280,310,421,313,306,319,279,254
2019,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,246,249,323,266,321,344,310,340,276,363,255,268
2019,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,23,31,17,22,24,32,22,30,28,20,18,18
2019,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,0,0,1,3,0,1,1,0,4,0,1,3
2019,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,14,11,22,18,25,18,11,27,21,28,19,23
2019,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,62,61,47,39,39,62,87,106,71,74,63,73
2019,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,191,180,141,106,261,249,299,123,237,258,155,207
2019,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,4,1,0,0,2,0,0,1,1,1,130,0
2019,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,213,240,258,242,245,279,267,311,247,304,241,268
2019,Oaxaca,La vida y la Integridad corporal,Homicidio,Con arma de fuego,70,45,58,65,57,80,69,72,59,79,64,75
2019,Oaxaca,La vida y la Integridad corporal,Homicidio,Con arma blanca,4,10,5,5,15,10,11,11,9,11,5,12
2019,Oaxaca,La vida y la Integridad corporal,Homicidio,Con otro elemento,1,4,7,7,7,5,6,10,4,6,9,7
2019,Oaxaca,La vida y la Integridad corporal,Homicidio,No especificado,2,4,3,5,6,3,5,1,2,3,1,2
2019,Oaxaca,La vida y la Integridad corporal,Homicidio,Con arma de fuego,0,1,0,0,0,0,0,1,1,1,0,2
2019,Oaxaca,La vida y la Integridad corporal,Homicidio,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oaxaca,La vida y la Integridad corporal,Homicidio,En accidente de transito,28,46,41,41,51,25,45,38,33,40,31,43
2019,Oaxaca,La vida y la Integridad corporal,Homicidio,Con otro elemento,37,17,18,31,22,18,20,38,19,25,28,33
2019,Oaxaca,La vida y la Integridad corporal,Homicidio,No especificado,6,5,7,4,10,5,14,3,2,4,1,7
2019,Oaxaca,La vida y la Integridad corporal,Lesiones,Con arma de fuego,24,20,24,21,16,30,22,27,16,10,23,21
2019,Oaxaca,La vida y la Integridad corporal,Lesiones,Con arma blanca,26,26,28,41,33,36,38,34,32,30,32,24
2019,Oaxaca,La vida y la Integridad corporal,Lesiones,Con otro elemento,276,317,391,335,397,389,332,327,321,369,366,350
2019,Oaxaca,La vida y la Integridad corporal,Lesiones,No especificado,9,9,5,3,9,5,9,9,7,2,3,1
2019,Oaxaca,La vida y la Integridad corporal,Lesiones,Con arma de fuego,0,1,0,0,0,0,0,0,0,1,0,0
2019,Oaxaca,La vida y la Integridad corporal,Lesiones,Con arma blanca,0,0,0,0,0,0,0,0,0,1,0,0
2019,Oaxaca,La vida y la Integridad corporal,Lesiones,En accidente de transito,69,82,77,87,89,57,73,83,74,66,73,85
2019,Oaxaca,La vida y la Integridad corporal,Lesiones,Con otro elemento,7,9,11,9,8,15,10,14,14,7,7,10
2019,Oaxaca,La vida y la Integridad corporal,Lesiones,No especificado,0,0,2,3,0,3,0,0,1,1,0,0
2019,Oaxaca,La vida y la Integridad corporal,Feminicidio,Con arma de fuego,2,1,0,1,0,0,1,0,1,0,1,1
2019,Oaxaca,La vida y la Integridad corporal,Feminicidio,Con arma blanca,1,1,1,0,2,2,1,0,1,1,0,0
2019,Oaxaca,La vida y la Integridad corporal,Feminicidio,Con otro elemento,1,0,0,0,2,1,0,1,1,0,1,0
2019,Oaxaca,La vida y la Integridad corporal,Feminicidio,No especificado,0,0,0,0,0,0,1,1,0,1,0,0
2019,Oaxaca,La vida y la Integridad corporal,Aborto,Aborto,2,1,1,2,1,0,1,1,2,0,3,2
2019,Oaxaca,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,21,30,34,32,25,18,22,25,19,20,21,23
2019,Oaxaca,Libertad personal,Secuestro,Secuestro extorsivo,5,1,3,0,1,5,2,2,1,3,0,0
2019,Oaxaca,Libertad personal,Secuestro,Secuestro con calidad de rehen,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oaxaca,Libertad personal,Secuestro,Secuestro para causar dano,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oaxaca,Libertad personal,Secuestro,Secuestro expres,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oaxaca,Libertad personal,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oaxaca,Libertad personal,Trafico de menores,Trafico de menores,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oaxaca,Libertad personal,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oaxaca,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,17,14,19,17,16,24,15,18,20,21,13,8
2019,Oaxaca,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,39,44,62,58,67,45,44,61,52,54,53,43
2019,Oaxaca,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,10,20,14,12,7,12,10,18,14,23,18,10
2019,Oaxaca,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,0,8,9,10,7,2,4,3,7,13,4,4
2019,Oaxaca,La libertad y la seguridad sexual,Violacion simple,Violacion simple,19,34,51,35,40,35,44,40,25,37,37,30
2019,Oaxaca,La libertad y la seguridad sexual,Violacion equiparada,Violacion equiparada,12,11,12,21,20,23,14,19,16,28,30,15
2019,Oaxaca,La libertad y la seguridad sexual,Incesto,Incesto,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oaxaca,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,3,8,4,1,3,2,1,0,0,5,8,12
2019,Oaxaca,El patrimonio,Robo,Con violencia,9,15,27,10,6,8,15,16,12,14,13,9
2019,Oaxaca,El patrimonio,Robo,Sin violencia,118,102,95,110,100,88,112,129,120,108,121,130
2019,Oaxaca,El patrimonio,Robo,Robo de coche de 4 ruedas Con violencia,36,31,31,36,31,29,25,30,34,31,35,50
2019,Oaxaca,El patrimonio,Robo,Robo de coche de 4 ruedas Sin violencia,101,98,106,70,84,90,111,99,92,104,95,104
2019,Oaxaca,El patrimonio,Robo,Robo de motocicleta Con violencia,35,38,26,29,36,32,32,32,31,36,28,29
2019,Oaxaca,El patrimonio,Robo,Robo de motocicleta Sin violencia,111,111,109,70,106,96,101,86,78,97,110,89
2019,Oaxaca,El patrimonio,Robo,Robo de embarcaciones pequenas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oaxaca,El patrimonio,Robo,Robo de embarcaciones pequenas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oaxaca,El patrimonio,Robo,Con violencia,0,0,2,0,1,0,0,2,0,0,0,0
2019,Oaxaca,El patrimonio,Robo,Sin violencia,25,16,31,30,26,26,25,23,15,18,20,16
2019,Oaxaca,El patrimonio,Robo,Con violencia,8,4,5,4,4,9,6,4,3,10,10,2
2019,Oaxaca,El patrimonio,Robo,Sin violencia,1,0,0,0,2,0,0,0,2,1,1,0
2019,Oaxaca,El patrimonio,Robo,Con violencia,85,96,98,91,98,85,77,97,95,93,109,94
